typeClass,disorder,medicine,symptom1,symptom2,symptom3,symptom4,symptom5,symptom6,symptom7,symptom8,symptom9,symptom10,symptom11,symptom12,symptom13,symptom14,symptom15,symptom16,symptom17,symptom18,symptom19,symptom20,symptom21,symptom22,symptom23,symptom24,symptom25,symptom26,symptom27,symptom28,symptom29,symptom30,symptom31,symptom32,symptom33,symptom34,symptom35,symptom36,symptom37,symptom38,symptom39,symptom40,symptom41,symptom42,symptom43,symptom44,symptom45,symptom46,symptom47,symptom48,symptom49,symptom50,symptom51,symptom52,symptom53,symptom54,symptom55,symptom56,symptom57,symptom58,symptom59,symptom60,symptom61,symptom62,symptom63,symptom64,symptom65,symptom66,symptom67,symptom68,symptom69,symptom70,symptom71,symptom72,symptom73,symptom74,symptom75,symptom76
Kegel_exercises,_or_pelvic_floor_muscle_exercises,_can_provide_symptom_improvement_in_women_with_pelvic_organ_prolapse.",Physical_exam,Physical_exam_should_include_visual_inspection_and_palpation_of_the_lumbosacral_region,buttocks,and_anus,observing_for_swelling,induration,tenderness,cellulitis,fissures,draining_tracts_or_fistulas,skin_tags,and_external_hemorrhoids,Digital_rectal_examination_for_palpable_mass,induration,and_tenderness_should_be_performed_in_many_cases,but_may_not_be_tolerated_in_some_conditions,PEARLS,Fever,chills,abdominal_pain_or_tenderness_to_palpation,inability_to_tolerate_a_rectal_exam,or_bogginess/tenderness_to_palpation_on_rectal_exam_warrants_further_evaluation_with_lab_assessment_and_imaging,A_thrombosed_hemorrhoid_will_cause_pain_and_will_appear_as_a_firm,deep-purple_induration_along_the_anus,Excision_of_Thrombosed_Hemorrhoid,Anal_fissures_will_appear_as_a_superficial,longitudinal_tear_in_the_anoderm_that_typically_will_not_cross_the_dentate_line,PEARLS,Among_anal_fissures,90%_are_positioned_in_the_posterior_midline._Lateral_fissures_are_suggestive_of_other_underlying_conditions_such_as_Crohn?s_disease,HIV,or_granulomatous_disease,Patients_with_anal_fissures_often_cannot_tolerate_digital_rectal_exams_because_of_pain,Deep_perirectal_abscesses_are_associated_with_severe_pain_with_rectal_exam_or_a_palpable,fluctuant_mass_in_the_rectum,Rectal_prolapse_can_be_partial_or_complete_and_typically_presents_with_a_painful_?mass?_at_the_anus_with_associated_bleeding,seepage_of_stool,and_incontinence,Critical_differential_diagnosis,Anal_cancer,Colorectal_cancer,Cystitis,Diverticulitis,Diverticulosis,Fournier_gangrene,Prostate_cancer,Prostatitis,Straddle_injury,Diagnostic_tests,Lab_studies_and_imaging_may_be_required_to_establish_the_diagnosis_for_select_anorectal_conditions,including_deep_anorectal_abscesses,anal_fistulas,cryptitis/proctitis,and_rectal_foreign_bodies,Obtain_STI_testing,including_anal_swabs_for_gonorrhea,chlamydia,and_herpes_simplex_virus_(HSV),for_patients_with_signs_and_symptoms_of_infectious_proctitis._Serologic_testing_for_syphilis_and_HIV_testing_should_also_be_obtained,Other_laboratory_studies_may_help_guide_management_and_facilitate_perioperative_care_but_are_generally_insufficient_to_diagnose_or_exclude_significant_anorectal_disease_processes,Imaging,PEARLS,CT_with_intravenous_contrast_is_the_diagnostic_test_of_choice_for_most_severe_anorectal_diseases_and_their_associated_complications,For_hemodynamically_unstable_patients,upright_X-rays_of_the_chest_or_abdomen_may_identify_free_air_in_the_setting_of_perforation,Chronic_anorectal_pain_syndromes,such_as_proctalgia_fugax_and_levator_ani_syndrome,should_be_considered_as_a_diagnosis_of_exclusion,nan,nan,nan,nan,nan,nan,nan,nan

65,Appendicitis,"Recent_evidence_indicates_that_uncomplicated_acute_appendicitis_may_be_treated_with_antibiotics_alone.
The_ideal_treatment_group_has_not_yet_been_clearly_defined.
PITFALLS
More_than_27%_of_patients_in_the_antibiotic_group_required_appendectomy_within_1_y_of_initial_diagnosis.
Patients_who_underwent_a_delayed_appendectomy_had_increased_incidence_of_complications.
PEARLS
Appendectomy_remains_the_first-line_therapy_in_the_management_of_acute_appendicitis.
The_choice_of_laparoscopic_vs._open_appendectomy_is_largely_based_on_surgeon_preference_and_comfort.
The_intra-abdominal_abscess_rate_is_3_times_higher_in_laparoscopic_appendectomy,_but_the_wound_infection_rate_is_approximately_half_that_of_open_appendectomy.
PEARLS
Patients_who_have_a_stable_perforation_with_phlegmon_or_abscess_may_be_candidates_for_non-operative_management.
Patients_with_phlegmon_or_abscess_have_increased_morbidity_with_immediate_surgery.
In_patients_with_abscess,_treat_with_IV_antibiotics_and_consider_image-guided_(CT,_ultrasound)_drainage._If_the_abscess_is_not_amenable_to_drainage,_appendectomy_should_be_pursued.
If_any_evidence_of_treatment_failure_is_present,_then_patients_require_immediate_appendectomy.",Physical_Examination,PEARLS,Physical_exam_signs_include:_McBurney?s_point_tenderness,Rovsing's_sign,psoas_sign,rebound_tenderness,PITFALLS,Rectal_exam_is_of_little_diagnostic_utility_unless_there_is_suspicion_for_pelvic_appendix_or_uteropelvic_pathology,Tests,The_Modified_Alvarado_Score_can_help_determine_whether_imaging_would_be_of_benefit,In_non-pregnant_adult_patients,CT_with_IV_contrast_is_the_diagnostic_modality_of_choice,In_children_or_pregnant_women,ultrasound_or_MRI_may_be_considered,Complete_blood_count,C-reactive_protein_(CRP),urinalysis,and_a_pregnancy_test_should_be_part_of_the_diagnostic_evaluation_for_acute_appendicitis,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

66,Biliary_Disease,"Acute_cholangitis
Make_the_patient_NPO_and_administer_intravenous_fluids_and_analgesics.
Empiric_intravenous_antibiotics_are_based_on_the_local_antibiogram_and_disease_severity.
Healthcare-associated/severe_community-acquired_(polydrug_regimen):
Piperacillin/tazobactam_3,375_mg_(3.375_g)_intravenous_every_6_hours
Consider_dosage_adjustment_in_renal_dysfunction.
Vancomycin
Loading_dose:_20-35_mg/kg/dose_intravenous_(maximum_dose_3,000_mg)
Intravenous_maintenance_dose:_15-20_mg/kg_intravenous_every_8_or_12_hours_based_on_trough_levels
Moderate_community-acquired_infection:
Piperacillin-tazobactam_3375_mg_(3.375_g)_intravenous_every_6_hours
Note:_If_a_biliary_enteric_anastomosis_is_present,_add_metronidazole:
Metronidazole_500_mg_intravenous_every_8_hours
Mild_community-acquired_infection:
Ceftriaxone_1,000_mg_intravenous_every_12_hours
Note:_If_a_biliary_enteric_anastomosis_is_present,_add_metronidazole:
Metronidazole_500_mg_intravenous_every_8_hours
Consult_gastroenterology_for_urgent_ERCP.
Acute_cholecystitis
Make_the_patient_NPO_and_administer_intravenous_fluids_and_analgesics.
Empiric_intravenous_antibiotics_are_based_on_the_local_antibiogram_and_disease_severity
Healthcare-associated/severe_community-acquired_(polydrug_regimen):
Piperacillin/tazobactam_3,375_mg_(3.375_g)_intravenous_every_6_hours
Consider_dosage_adjustment_in_renal_dysfunction.
Vancomycin
Loading_dose:_20-35_mg/kg/dose_intravenous_(maximum_dose_3,000_mg)
Intravenous_maintenance_dose:_15-20_mg/kg_intravenous_every_8_or_12_hours_based_on_trough_levels
Moderate_community-acquired_infection:
Piperacillin-tazobactam_3,375_mg_(3.375_g)_intravenous_every_6_hours.
Note:_If_a_biliary_enteric_anastomosis_is_present,_add_metronidazole:
Metronidazole_500_mg_intravenous_every_8_hours
Mild_community-acquired_infection:
Ceftriaxone_1,000_mg_intravenous_every_12_hours
Note:_If_a_biliary_enteric_anastomosis_is_present,_add_metronidazole:
Metronidazole_500_mg_intravenous_every_8_hours
Consult_general_surgery_for_an_early_laparoscopic_cholecystectomy.
PITFALLS
The_elderly_in_particular_should_be_treated_expeditiously_because_of_the_high_risk_of_complications_associated_with_delays_in_operative_treatment.
PERSPECTIVES
Consult_interventional_radiology_for_a_percutaneous_cholecystostomy_in_cases_of_acalculous_cholecystitis_and_for_those_patients_with_a_high_operative_risk.
Symptomatic_cholelithiasis_(biliary_colic)
Intravenous_analgesia:_nonsteroidal_anti-inflammatory_drugs_(NSAIDs)_and_opioids_are_equally_effective.
The_definitive_treatment_for_biliary_colic_is_a_laparoscopic_cholecystectomy.
For_patients_with_choledocholithiasis,_consult_gastroenterology_for_ERCP_with_stone_extraction_and_sphincterotomy_followed_by_an_interval_cholecystectomy.
Same-admission_cholecystectomy_is_strongly_advocated_by_most_recent_guidelines.
",Physical_exam,Vital_signs:_Look_for_fever_suggestive_of_complicated_cholelithiasis,General_appearance:_Look_for_level_of_alertness_as_signs_of_confusion_or_altered_mental_status_is_concerning_for_acute_cholangitis,Skin:_Look_for_scleral_icterus_and_jaundice_suggestive_of_common_bile_duct_obstruction,Abdomen:,Look_for_tenderness_in_the_epigastrium/RUQ,Biliary_colic_may_or_may_not_be_associated_with_tenderness,The_absence_of_RUQ_tenderness_has_a_negative_likelihood_ratio_of_0.4_for_acute_cholecystitis,Look_for_a_positive_Murphy_sign_as_this_is_suggestive_of_acute_cholecystitis,Murphy_sign_has_a_low_sensitivity_and_a_high_specificity,with_a_positive_likelihood_ratio_of_14,Note_that_the_Murphy_sign_is_less_reliable_in_the_elderly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

67,Bowel_Obstruction,"If_the_patient_is_in_shock_or_has_signs/symptoms_of_peritonitis_or_bowel_strangulation,_resuscitate_with_intravenous_fluids_and_administer_broad-spectrum_antibiotics:
Administer_broad-spectrum_antibiotics_to_sick_patients_and_those_in_whom_perforation_is_a_strong_consideration;_ensure_coverage_of_enteric_organisms:
Piperacillin-tazobactam_3.375_g_intravenous_every_6_hours_(4.5_g_intravenous_every_6_hours_for_Pseudomonas_risk)_or
Cefazolin_1-2_g_intravenous_every_8_hours_plus_metronidazole_500_mg_intravenous_every_8_hours_or
Cefepime_2_g_intravenous_every_8_hours_plus_metronidazole_500_mg_intravenous_every_8_hours_or
Ciprofloxacin_400_mg_intravenous_every_12_hours_plus_metronidazole_500_mg_intravenous_every_8_hours
Local_practice_varies_and_other_antibiotics_may_be_used_based_on_institutional_guidelines.
*Consider_dose_adjustment_for_renal_impairment.
Consult_surgery_for_operative_intervention.
Consider_NGT_for_severe_distension,_pain,_nausea,_or_vomiting.
Place_peripheral_intravenous_catheters._These_patients_often_require_intravenous_fluids,_antiemetics,_and_are_not_tolerating_oral_liquids_as_a_result_of_bowel_obstruction.
Intravenous_fluid_resuscitation_(eg,_20_mL/kg_0.9%_sodium_chloride,_Ringer_lactate),_should_be_given_in_clinically_dehydrated_patients.
Administer_antiemetics_(eg,_ondansetron)_as_needed.
We_recommend_keeping_the_patient_NPO_for_possible_endoscopic_or_surgical_treatment.
In_patients_with_known_or_suspected_water_bead_ingestion,_we_recommend_immediate_consultation_with_a_gastroenterologist_and_surgeon_to_discuss_imaging,_treatment,_admission,_and_possible_interventions_(eg,_endoscopy,_surgery).
The_poison_center_and/or_a_medical_toxicologist_are_excellent_resources_for_water_bead_ingestions.
Whole_bowel_irrigation_with_polyethylene_glycol-electrolyte_solution_(GoLytely)_to_remove_the_water_beads_is_not_recommended_as_an_in_vitro_study_showed_this_may_actually_increase_the_expansion_rate_and_size_of_the_water_beads.",Physical_exam,Evaluate_for_evidence_of_systemic_toxicity,including_fever,tachycardia,and_hypotension,Exam_should_focus_on_the_signs_and_symptoms_of_systemic_toxicity,followed_by_an_evaluation_for_hernia_and_peritonitis,Carefully_examine_the_abdomen;_findings_that_suggest_bowel_obstruction_include_abnormal_bowel_sounds_(eg,hyperactive,tinkling,metallic,or_high-pitched_bowel_sounds)_and_abdominal_distension,Patients_may_have_mild,generalized_tenderness_that_improves_with_vomiting_early_in_the_disease_course,"Perform_a_digital_rectal_examination_to_rule_out_fecal_impaction_and_assess_for_a
rectal_mass",Visible_peristalsis,rigidity,and_abnormal_bowel_sounds_can_be_observed;_however,these_are_not_sensitive_for_the_diagnosis,and_their_absence_cannot_exclude_bowel_obstruction,PEARLS,Fever,tachycardia,guarding,rigid_abdomen,and_pain_out_of_proportion_to_the_exam_can_occur_later_in_the_disease_course_and_are_concerning_for_strangulation_and_peritonitis,No_physical_exam_finding_can_exclude_bowel_obstruction;_adjunct_evaluation,including_imaging_such_as_ultrasound_or_CT,is_recommended,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

68,Complications_of_Feeding_Tubes,"Feeding_tube_dislodgement
Nasogastric_tubes_can_be_replaced_by_nursing_staff_or_the_emergency_physician.
Nasojejunal_tubes_typically_require_specialty_(interventional_radiology,_fluoroscopy)_consultation_for_replacement.
Place_a_tube_in_the_stoma_as_a_placeholder_to_prevent_stenosis_of_the_stoma.
A_feeding_tube_is_preferred_if_available.
A_Foley_catheter_can_be_used_if_no_feeding_tube_is_available.
Determine_if_the_tube_is_appropriate_to_be_replaced_by_an_emergency_physician._This_includes
Tubes_placed_>3_months_ago
Tubes_placed_<3_months_ago_do_not_have_fully_matured_tracts_and_are_at_higher_risk_for_false_tract_creation._Consult_surgery_or_interventional_radiology_for_replacement.
Tubes_terminating_in_the_stomach_(eg,_gastrostomy_tube)
Tubes_terminating_post-pylorus_(in_the_jejunum)_should_not_be_replaced_by_the_emergency_physician._Consult_interventional_radiology_or_surgery_for_replacement.
Confirm_tube_placement_with_fluoroscopy_to_ensure_no_feeds_are_given_through_a_false_tract.
Consider_dextrose-containing_intravenous_fluids_if_prolonged_fasting_has_occurred_or_is_anticipated.
False_tract_creation
Administer_broad-spectrum_antibiotics_and_fluid_resuscitation_if_the_patient_has_signs_of_peritonitis_or_pneumoperitoneum,_especially_if_feeds_were_given_through_a_false_tract.
Use_combination_therapy_of_a_second-_or_third-generation_cephalosporin_(eg,_ceftriaxone,_cefuroxime)_plus_metronidazole_or_piperacillin/tazobactam_as_monotherapy.
Consult_surgery,_gastroenterology,_or_interventional_radiology_for_proper_placement.
Abdominal_wall_infection
Administer_antibiotics_to_cover_skin_flora_if_a_simple_soft_tissue_infection_is_suspected.
Oral_antibiotic_options_for_simple_soft_tissue_infections_include_cephalexin,_clindamycin,_or_trimethoprim/sulfamethoxazole.
Administer_broad-spectrum_antibiotics_intravenously_for_deeper_or_necrotizing_infections.
Intravenous_antibiotic_options_include
Vancomycin_and_piperacillin/tazobactam
Vancomycin_and_a_second-_or_third-generation_cephalosporin_(eg,_ceftriaxone,_cefuroxime)_plus_metronidazole
Incise_and_drain_an_abdominal_wall_abscess._Consult_surgery_if_the_abscess_location_may_interfere_with_the_integrity_of_the_stoma.
Buried_bumper_syndrome
Obtain_surgery,_gastroenterology,_or_interventional_radiology_consultation_for_assistance_with_treatment.
Administer_antibiotics_if_there_is_an_associated_soft_tissue_infection_or_peritonitis
If_peritonitis_is_suspected,_use_combination_therapy_of_a_second-_or_third-generation_cephalosporin_(eg,_ceftriaxone,_cefuroxime)_plus_metronidazole_or_piperacillin/tazobactam_as_monotherapy.
Consider_the_addition_of_vancomycin_for_methicillin-resistant_Staphylococcus_aureus_coverage_because_concurrent_skin_infection_is_also_likely.
If_only_soft_tissue_infection_is_suspected,_use_antibiotics_to_cover_for_skin_flora_such_as_cephalexin,_clindamycin,_trimethoprim-sulfamethoxazole,_or_vancomycin.
Feeding_tube_obstruction
Instill_tube_with_warm_water_and_attempt_to_flush.
If_this_is_unsuccessful,_consider_use_of_alkalized_pancreatic_enzyme_(pancrelipase)_or_a_commercially_available_declogging_enzyme_mixture.
If_unsuccessful,_consider_replacement_at_bedside_if_the_tube_is_appropriate_for_emergency_physician_replacement_(see_above_in_?feeding_tube_dislodgement?)_or_interventional_radiology_or_surgery_consultation.
Consider_dextrose-containing_intravenous_fluids_if_prolonged_fasting_has_occurred_or_is_anticipated.
Colo-cutaneous_or_gastro-colic_fistula
Consult_surgery,_gastroenterology,_or_interventional_radiology.
Treat_dehydration,_electrolyte_abnormalities,_and/or_hypoglycemia_via_appropriate_intravenous_fluids.
May_consider_antibiotics_if_simultaneous_soft_tissue_infection_is_also_present.
Feeding_tube_obstruction
A_wide_variety_of_solutions_have_been_recommended_for_relieving_clogs.
Warm_water_is_typically_recommended_in_the_first_line_as_it_is_readily_available_and_inexpensive.
Carbonated_water,_cola,_meat_tenderizer,_and_cranberry_juice_have_all_been_described_in_the_literature_with_varying_success_rates._Use_of_these_agents_is_considered_controversial.
PEARLS
A_mixture_of_pancreatic_enzyme_and_bicarbonate_has_been_shown_to_restore_patency_in_48%-72%_of_cases.
Commercially_available_tube_clearing_products_may_also_be_used,_but_these_tend_to_be_expensive_and_have_not_been_compared_to_other_methods_in_the_available_medical_literature.",Physical_exam,nan,The_feeding_tube_is,nan,Absent_or,nan,Present_in_a_nare_or_stoma,but_with_significantly_more_slack_or_at_a_different_measurement_than_is_typical_for_the_patient,nan,Look_for_irritation_or_bleeding_at_the_stoma_site._This_may_indicate_a_more_traumatic_mechanism_of_dislodgement,nan,Diagnostic_tests,nan,Obtain_chest_and_abdomen_X-rays_if_the_tube_is_nasogastric_or_nasojejunal,nan,Obtain_fluoroscopy_to_confirm_successful_replacement,if_the_gastrostomy_tube_is_appropriate_for_replacement_in_the_ED,nan,Obtain_point-of-care_glucose_and_serum_electrolyte_testing_if_dislodgement_has_resulted_in_prolonged_fasting,Physical_exam,Look_for_peritoneal_signs,including_abdominal_tenderness_and_guarding,This_may_indicate_a_developing_peritonitis_as_a_result_of_feeds_going_directly_into_the_peritoneal_cavity,Physical_exam,Look_for_erythema_and_feel_for_warmth_and/or_tenderness_around_the_tube_stoma,which_would_be_consistent_with_cellulitis,Patients_may_have_purulent_drainage_around_the_tube_but_not_typically_within_the_tube,Look_for_fluctuance_or_a_mass_adjacent_to_the_stoma/tube,which_would_raise_suspicion_for_an_abdominal_wall_abscess,Physical_exam,nan,Look_for_erythema_and_feel_for_warmth_and/or_tenderness_around_the_tube_stoma_that_would_indicate_soft_tissue_inflammation_or_infection_related_to_the_buried_bumper,nan,The_bumper_itself_may_or_may_not_be_palpable_within_the_abdominal_wall,Physical_exam,nan,Attempt_to_aspirate_from_and_flush_the_tube._If_you_are_not_able_to,this_indicates_the_tube_is_obstructed_and_not_patent,nan,The_remainder_of_the_exam_should_be_unremarkable,Physical_exam,Look_for_signs_of_clinical_dehydration,which_may_result_from_feeds_leaking_from_the_stomach_via_a_fistula,Look_for_feculent_material_aspirating_from_the_tube_indicating_a_gastro-colic_fistula,or_material_leaking_from_the_skin_indicating_a_colo-cutaneous_fistula,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

69,Constipation,"If_the_patient_is_critically_ill,_initiate_fluid_resuscitation_and_administer_empiric_antibiotics.
Specific_treatment_depends_on_the_etiology.
If_a_benign_cause_is_found,_treatments_vary_based_upon_the_clinical_scenario_and_may_include_increased_fiber_and_fluid_intake,_laxatives,_osmotic_agents,_suppositories,_disimpaction,_and/or_enemas._Enemas_should_be_used_judiciously,_as_they_can_cause_significant_electrolyte_abnormalities.
Address_any_identified_electrolyte_abnormalities.
If_a_surgical_cause_is_identified,_consult_general_surgery_for_possible_operative_intervention.
Common_treatments_for_constipation_include
Increased_dietary_fiber,_with_a_goal_of_20-35_g_per_day
At_least_eight_8-ounce_glasses_of_water_per_day
Polyethylene_glycol_3350,_17_g_(approximately_1_heaped_tablespoon)_dissolved_in_4-8_ounces_of_water,_juice,_soda,_coffee,_or_tea_every_24_hours_as_needed_until_the_stools_are_soft;_not_recommended_for_longer_than_2_weeks
Bisacodyl_suppository_10_mg_per_rectum_every_24_hours_as_needed;_not_recommended_for_longer_than_7_days
Soap_suds_enema_?_1_dose
Methylnaltrexone_12_mg_subcutaneously_or_450_mg_by_mouth_?_1_dose_for_refractory_opioid-induced_constipation
See:_Special_Populations:_Pediatrics_for_Pediatric_Dosing
When_peritonitis_is_not_present,_patients_can_undergo_manual_disimpaction_and_bowel_regimen_initiation;_they_can_be_admitted_for_monitoring._If_stercoral_colitis_was_a_result_of_chronic_constipation,_dietary_changes_and_medications_should_be_adjusted_to_prevent_recurrence._Questionable_patients_should_be_kept_at_?nothing_by_mouth?_status_in_case_surgical_intervention_will_be_needed._All_patients_should_have_minimal_opiates_to_prevent_further_slowing_of_the_gastrointestinal_system.
Patients_with_sepsis_or_shock_should_receive_IV_fluids_and_broad-spectrum_IV_antibiotics_to_cover_gram-negative_and_anaerobic_flora._Operative_management_is_needed_for_patients_with_perforation,_when_large_segments_of_bowel_are_involved,_or_for_patients_who_have_failed_nonoperative_management,_including_bowel_resection_and_colostomy.
Mortality_rates_increase_to_35%-57%_when_perforation_of_the_colonic_wall_is_seen_and_when_the_affected_colonic_segment_is_>40_cm.",Physical_exam,Abnormal_vital_signs_(hypotension,fever,tachycardia,tachypnea)_could_be_signs_of_a_more_serious_cause_of_constipation,Look_for_signs_of_anemia_(pallor_of_skin_or_conjunctiva,cachexia),Abdominal_and_anorectal_exams_should_be_performed_and_documented,Concerning_findings_include_signs_of_peritonitis_(guarding,rebound,rigidity),absent_bowel_sounds,distension,or_blood_in_stool_on_rectal_exam._These_may_indicate_bowel_perforation,obstruction,or_ischemia,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

70,Cyclical_Vomiting,"Treatment_can_be_divided_into_3_approaches_depending_on_the_phase_of_cyclical_vomiting_syndrome:
Abortive_therapy_(prodromal_phase)
Place_the_patient_in_a_dark,_quiet_room_and_reduce_stimulation.
Sumatriptan_is_recommended_as_first-line_therapy:
Children:_age_and_weight_dependent_(see_dosage_details_below)
intranasal_dose_5_to_20_mg
subcutaneous_(SC)_dose_2_to_6_mg
Adults:_20_mg_intranasal_or_6_mg_SC
Aprepitant_as_an_alternative:
<15_kg
80_mg_orally_(PO)_on_d_1
40_mg_PO_on_d_2_and_3
15-20_kg
80_mg_PO_daily_for_3_d
>20_kg_and_adults
125_mg_PO_on_d_1
80_mg_on_d_2_and_3
Supportive_therapy_(vomiting_phase):
Isotonic_crystalloid_bolus_followed_by_maintenance_dosing_with_dextrose
1-L_bolus_in_adults,_as_needed
10-20_mL/kg_in_children
Reduce_stimulation
Antiemetics
Ondansetron_(improved_efficacy_when_co-administered_with_benzodiazepines_or_diphenhydramine)
Children:_0.15_mg/kg/dose_(max_16_mg_for_initial_dose).
Adults:_4-8_mg_IV
Sedatives
Diphenhydramine
Children:_1-1.25_mg/kg/dose_q6h_(max_50_mg)
Adults:_25-50_mg_IV
Benzodiazepines
Children:_lorazepam_0.025-0.05_mg/kg/dose_IV_q6h_as_needed_(max_2_mg)
Adults:_0.5-2_mg_IV
Analgesics
Nonsteroidal_anti-inflammatory_drugs_(NSAIDs)_(eg,_ketorolac_15_mg_IV)
Avoid_opioids_(can_worsen_vomiting)
Prophylactic:_medication_or_supplements_thought_to_help_prevent_future_episodes._These_are_rarely_prescribed_in_the_ED_setting._They_include_cyproheptadine,_propranolol,_amitriptyline,_pizotifen,_phenobarbital,_topiramate,_valproic_acid,_gabapentin,_levetiracetam,_L-carnitine,_and_coenzyme-Q.
",Physical_Exam,PEARLS,There_are_no_specific_physical_exam_findings_for_cyclical_vomiting_syndrome,Patients_usually_appear_distressed,due_to_severe_retching,vomiting,and_abdominal_pain,Diffuse_abdominal_tenderness_is_common,Direct_the_physical_exam_to_findings_that_suggest_other_serious_causes_of_vomiting_and_abdominal_pain_(eg,diabetic_ketoacidosis,intestinal_obstruction,volvulus,malrotation,intracranial_pathology,cholangitis),Examine_for_signs_of_hypovolemic_shock_or_dehydration:,Hypotension,Tachycardia,Poor_capillary_refill,Sunken_eyes_or_fontanelle,Dry_mucous_membranes,Examine_for_signs_of_sepsis:,Hypo-_or_hyperthermia,Altered_mental_status,Hypotension,Mottled_skin,poor_capillary_refill,Examine_for_signs_of_surgical_abdomen_or_other_serious_illness:,Rigid/tender_abdomen_with_or_without_guarding,Altered_mental_status,Abnormal_neurological_exam,Bloody_or_bilious_vomiting,Fever,Tests,The_diagnosis_of_cyclical_vomiting_syndrome_is_made_by_history_and_typical_features,Basic_laboratory_tests_are_indicated,as_patients_often_need_electrolyte_repletion:,Point-of-care_glucose,Basic_metabolic_panel,Urinalysis,Lipase,Pregnancy_test,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

71,Decompensated_Cirrhosis,"Assess_airway_and_hemodynamic_status.
For_rapid_sequence_intubation,_patients_may_require_lower_doses_of_sedatives_and_higher_paralytic_doses_if_in_shock.
Identify_the_etiology.
Begin_resuscitation_with_an_isotonic_crystalloid_solution.
PEARLS
For_a_significant_GI_bleed,_target_a_hemoglobin_level_of_7-8_g/dL_with_pRBC_transfusion.
Consult_gastroenterology_immediately_for_consideration_of_esophagogastroduodenoscopy_(EGD).
Consider_initiation_of_a_massive_transfusion_protocol,_but_be_careful_not_to_overtransfuse_until_the_source_of_bleeding_(varices)_is_controlled.
Administer_vitamin_K_5-10_mg_IV.
Administer_octreotide_50_?g_IV_bolus_followed_by_50_?g/h_IV_continuous_infusion.
PEARLS
Administer_ceftriaxone_1-2_g_IV_q24h.
Prepare_for_balloon_tamponade_placement_if_these_measures_do_not_control_bleeding.
Perform_a_paracentesis_if_concern_exists_for_spontaneous_bacterial_peritonitis.
In_cases_of_strong_suspicion,_administer_antibiotics_regardless_of_fluid_analysis.
Ceftriaxone_1_g_IV_or_cefotaxime_2_g_IV
Albumin_1.5_g/kg_IV
For_encephalopathic_patients,_administer_lactulose_20-30_g_orally_(PO)_and_consider_neuroimaging.
Maintain_a_low_threshold_for_N-acetylcysteine_administration.
Administer_150_mg/kg_IV_over_60_min_as_a_loading_dose_followed_by_50_mg/kg_in_250_mL_of_diluent_infused_over_4_h_followed_by_100_mg/kg_in_500_mL_of_diluent_infused_over_16_h;_may_be_continued_beyond_16_h
Consult_gastroenterology.",Physical_exam,Findings_can_include_jaundice,scleral_icterus,ascites,abdominal_pain_(right_upper_quadrant_tenderness/hepatomegaly),encephalopathy,asterixis,and_focal_neurologic_findings,Laboratory_evaluation,Complete_blood_count_(CBC),basic_metabolic_panel,hepatic_function_panel,PT/INR,ammonia_level,magnesium_level,phosphorus_level,pregnancy_test_for_female_patients_of_reproductive_age,and_acetaminophen_level,Based_on_the_clinical_presentation,also_consider,Toxicology_screening,Viral_hepatitis_serologies,Infectious_workup_(eg,urinalysis,blood_cultures),Type_and_screen,Ascitic_fluid_analysis_(cell_count_with_differential,Gram_stain,culture,total_protein_level,albumin_level),nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan

72,Diarrhea,"Oral_vs_intravenous_fluid_resuscitation:
